Sl. No.,Name,Urban Status,State Code,State/                                               Union territory*,District Code,District
4325,Sivaganga,C.T.,33,Tamil Nadu,4,Vellore
4326,Sivagiri,M.B.,9,Uttar Pradesh,3,Bijnor
4327,Sivakasi,N.P.,23,Madhya Pradesh,5,Datia
4328,Sivanthipuram,N.P.,2,Himachal Pradesh,11,Shimla
4329,Siwan,M,23,Madhya Pradesh,44,Seoni
4330,Siwani,M,23,Madhya Pradesh,37,Hoshangabad
4331,Sobhaganj,C.T.,12,Arunachal Pradesh,3,East Kameng
4332,Socorro (Serula),M,20,Jharkhand,17,Pashchimi Singhbhum
4333,Sogariya,M,19,West Bengal,12,Hugli 
4334,Sohagpur,C.T.,15,Mizoram,5,Serchhip
4335,Sohna,M,28,Andhra Pradesh,6,Rangareddi
4336,Sojat,C.T.,19,West Bengal,7,Murshidabad 
4337,Sojat Road,C.T.,23,Madhya Pradesh,43,Chhindwara
4338,Solan,T.P.,33,Tamil Nadu,18,Cuddalore
4339,Solapur,T.P.,33,Tamil Nadu,3,Kancheepuram
4340,Som,T.P.,33,Tamil Nadu,13,Dindigul
4341,Someshwar,C.T.,20,Jharkhand,4,Hazaribag
4342,Sompeta,N.P.,9,Uttar Pradesh,7,Meerut
4343,Somvarpet,N.P.,9,Uttar Pradesh,59,Kushinagar
4344,Sonamukhi,T.M.C,29,Karnataka,4,Gulbarga
4345,Sonamura,N.P.,9,Uttar Pradesh,5,Rampur
4346,Sonapur,M.B.,9,Uttar Pradesh,25,Hardoi
4347,Sonari,N.A.C,29,Karnataka,4,Gulbarga
4348,Sonatikiri,M.Cl.,27,Maharashtra,1,Nandurbar
4349,Sonegaon (Nipani),C.T.,27,Maharashtra,21,Thane
4350,Sonepur,M.C.,6,Haryana,4,Kurukshetra
4351,Songadh,M,23,Madhya Pradesh,16,Shahdol
4352,Sonipat,M.B.,9,Uttar Pradesh,64,Jaunpur
4353,Sonkatch,N.P.,23,Madhya Pradesh,11,Sagar
4354,Sonpeth,N.P.,9,Uttar Pradesh,20,Bareilly
4355,Sopore,M.B.,9,Uttar Pradesh,22,Shahjahanpur
4356,Sorab,C.B.,9,Uttar Pradesh,22,Shahjahanpur
4357,Soro,N.P.,3,Punjab,4,Jalandhar
4358,Soron,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
4359,South Dumdum,T.M.C,29,Karnataka,4,Gulbarga
4360,Soyagaon,N.P.,23,Madhya Pradesh,11,Sagar
4361,Soyatkalan,N.A.,10,Bihar,29,Bhojpur
4362,Sri Hargobindpur,N.P.,23,Madhya Pradesh,29,East Nimar
4363,Sri Madhopur,C.T.,23,Madhya Pradesh,35,Betul
4364,Srikakulam,M,8,Rajasthan,12,Jaipur
4365,Srikalahasti,M,8,Rajasthan,24,Bhilwara
4366,Srikantabati,N.P.,23,Madhya Pradesh,39,Jabalpur
4367,Srimushnam,N.P.,23,Madhya Pradesh,41,Dindori
4368,Srinagar,M,23,Madhya Pradesh,22,Shajapur
4369,Sringeri,N.P.,5,Uttaranchal,12,Udham Singh Nagar
4370,Srinivaspur,C.T.,29,Karnataka,6,Raichur
4371,Sriperumbudur,M.Cl.,3,Punjab,5,Hoshiarpur
4372,Sriramapuram,N.P.,23,Madhya Pradesh,19,Mandsaur
4373,Sriramnagar,M.B.,9,Uttar Pradesh,2,Muzaffarnagar
4374,Srirampur,M.B.,9,Uttar Pradesh,15,Agra
4375,Srisailam  Project (RFC) Township,N.P.,9,Uttar Pradesh,29,Farrukhabad
4376,Srisailamgudem Devasthanam,N.P.,9,Uttar Pradesh,45,Allahabad 
4377,Srivaikuntam,C.T.,19,West Bengal,12,Hugli 
4378,Srivilliputhur,M.Cl.,27,Maharashtra,4,Buldana
4379,St.Thomas Mount-cum-Pallavaram,M,10,Bihar,26,Sheikhpura
4380,Sualkuchi,C.T.,3,Punjab,17,Patiala
4381,Suar,C.T.,27,Maharashtra,21,Thane
4382,Suchindram,T.P,33,Tamil Nadu,4,Vellore
4383,Sugauli,M.Cl.,27,Maharashtra,7,Amravati
4384,Sugnu,M,33,Tamil Nadu,29,Tirunelveli
4385,Suhagi,M,8,Rajasthan,19,Sirohi
4386,Sujangarh,N.A.,10,Bihar,3,Sheohar
4387,Sujanpur,M,23,Madhya Pradesh,1,Sheopur
4388,Sukdal,N.P.,9,Uttar Pradesh,20,Bareilly
4389,Suket,N.A.,10,Bihar,35,Gaya
4390,Sukhmalpur Nizamabad,M.B.,9,Uttar Pradesh,3,Bijnor
4391,Sukhrali,T.P.,29,Karnataka,11,Haveri
4392,Suleeswaranpatti,M.B.,9,Uttar Pradesh,11,Bulandshahr 
4393,Sultan Pur,T.M.C,29,Karnataka,15,Shimoga
4394,Sultan Pur Majra,M.B.,9,Uttar Pradesh,16,Firozabad
4395,Sultanganj,M,17,Meghalaya,6,East Khasi Hills
4396,Sultanpur,C.B.,17,Meghalaya,6,East Khasi Hills
4397,Sultanpur Lodhi,M.Corp.,2,Himachal Pradesh,11,Shimla
4398,Sulur,C.M.C,29,Karnataka,15,Shimoga
4399,Sulya,M.Cl.,27,Maharashtra,26,Ahmadnagar
4400,Sumbal,T.P.,29,Karnataka,8,Gadag
4401,Sumerpur,M.Cl.,27,Maharashtra,2,Dhule
4402,Sunabeda,M.Cl.,27,Maharashtra,25,Pune
4403,Sunam,C.T.,27,Maharashtra,31,Satara
4404,Sundarapandiam,N.P.,9,Uttar Pradesh,20,Bareilly
4405,Sundarapandiapuram,M.Cl.,27,Maharashtra,13,Chandrapur
4406,Sundargarh,C.T.,27,Maharashtra,25,Pune
4407,Sundarnagar,C.T.,9,Uttar Pradesh,67,Varanasi
4408,Sunderbani,N.P.,9,Uttar Pradesh,33,Kanpur Dehat
4409,Supaul,M,23,Madhya Pradesh,6,Shivpuri
4410,Surada,N.P.,9,Uttar Pradesh,34,Kanpur Nagar
4411,Surajgarh,N.P.,22,Chhattisgarh,6,Janjgir-Champa
4412,Surajkaradi,N.P.,9,Uttar Pradesh,54,Siddharthnagar
4413,Surajpur,T.P.,33,Tamil Nadu,24,Madurai
4414,Surampatti,T.P.,33,Tamil Nadu,3,Kancheepuram
4415,Surandai,T.P.,33,Tamil Nadu,4,Vellore
4416,Surat,T.P.,33,Tamil Nadu,11,The Nilgiris
4417,Suratgarh,M,32,Kerala,6,Palakkad
4418,Surendranagar Dudhrej,T.M.C,29,Karnataka,4,Gulbarga
4419,Surgana,M.Cl.,27,Maharashtra,26,Ahmadnagar
4420,Suri,M.Cl.,27,Maharashtra,26,Ahmadnagar
4421,Suriyampalayam,C.T.,27,Maharashtra,26,Ahmadnagar
4422,Suriyawan,T.M.C,29,Karnataka,22,Mandya
4423,Suryapet,M.Cl.,27,Maharashtra,24,Raigarh
4424,Suryaraopeta,M,23,Madhya Pradesh,22,Shajapur
4425,Susner,N.A.C.,1,Jammu & Kashmir,5,Pulwama
4426,Suthaliya,M.B.,9,Uttar Pradesh,11,Bulandshahr 
4427,Swamibagh,M.B.,18,Assam,16,Sibsagar
4428,Swamimalai,T.P.,29,Karnataka,10,Uttara Kannada
4429,T.Kallupatti,N.P.,9,Uttar Pradesh,46,Barabanki
4430,Tadepalligudem,M,28,Andhra Pradesh,4,Medak
4431,Tadpatri,N.P.,9,Uttar Pradesh,24,Sitapur
4432,Taherpur,M,23,Madhya Pradesh,17,Sidhi
4433,Taj Pul,M,24,Gujarat,3,Patan
4434,Takhatgarh,N.P.,9,Uttar Pradesh,17,Etah
4435,Takhatpur,T.M.C,29,Karnataka,19,Kolar
4436,Taki,C.T.,19,West Bengal,9,Barddhaman 
4437,Tal,M,24,Gujarat,14,Bhavnagar
4438,Talai,M,23,Madhya Pradesh,39,Jabalpur
4439,Talaja,C.T.,20,Jharkhand,13,Bokaro
4440,Talbandha,C.T.,20,Jharkhand,12,Dhanbad
4441,Talbehat,N.P.,9,Uttar Pradesh,30,Kannauj
4442,Talcher,N.P.,9,Uttar Pradesh,63,Ballia
4443,Talcher Thermal Power Station Township,N.P.,9,Uttar Pradesh,33,Kanpur Dehat
4444,Talegaon Dabhade,M.B.,9,Uttar Pradesh,13,Hathras
4445,Talen,M.B.,9,Uttar Pradesh,11,Bulandshahr 
4446,Talgram,M.Cl.,8,Rajasthan,13,Sikar
4447,Talikota,N.P.,14,Manipur,5,Thoubal
4448,Taliparamba,C.T.,24,Gujarat,10,Jamnagar
4449,Tallapalle,C.T.,33,Tamil Nadu,3,Kancheepuram
4450,Talod,N.A.,10,Bihar,27,Nalanda
4451,Talode,T.C.,18,Assam,13,Dhemaji
4452,Taloje Panchnad,M.B.,18,Assam,21,Cachar
4453,Talwandi Bhai,C.T.,18,Assam,21,Cachar
4454,Talwara,M.Corp.,19,West Bengal,1 & 2,Darjiling and Jalpaiguri
4455,Tambaram,C.T.,27,Maharashtra,9,Nagpur
4456,Tambaur-cum-Ahmadabad,M.Cl.,27,Maharashtra,19,Aurangabad
4457,Tamluk,C.T.,26,Dadra & Nagar Haveli *,1,Dadra & Nagar Haveli
4458,Tanakpur,N.A.,20,Jharkhand,16,Gumla
4459,Tanda,N.P.,22,Chhattisgarh,11,Raipur
4460,Tandur,C.T.,19,West Bengal,12,Hugli 
4461,Tangla,T.M.C,29,Karnataka,3,Bijapur
4462,Tanuku,T.M.C,29,Karnataka,6,Raichur
4463,Taoru,M.Cl.,27,Maharashtra,8,Wardha
4464,Tappa,C.T.,27,Maharashtra,8,Wardha
4465,Tarakeswar,M.Cl.,27,Maharashtra,4,Buldana
4466,Tarana,N.A.,20,Jharkhand,12,Dhanbad
4467,Taranagar,C.T.,20,Jharkhand,1,Garhwa
4468,Taraori,N.P.,9,Uttar Pradesh,23,Kheri
4469,Tarapur,T.P.,33,Tamil Nadu,23,Sivaganga
4470,Tarbha,C.T.,33,Tamil Nadu,3,Kancheepuram
4471,Taricharkalan,C.T.,28,Andhra Pradesh,1,Adilabad
4472,Tarikere,C.T.,28,Andhra Pradesh,18,Prakasam
4473,Tarn Taran,C.T.,24,Gujarat,7,Ahmadabad
4474,Tarsali,C.T.,27,Maharashtra,26,Ahmadnagar
4475,Tasgaon,N.P.,23,Madhya Pradesh,18,Neemuch
4476,Tatarpur Lallu,M.Corp.,23,Madhya Pradesh,17,Sidhi
4477,Tathavade,N.T.A,11,Sikkim,4,East
4478,Tati,C.T.,19,West Bengal,12,Hugli 
4479,Tawang,C.T.,23,Madhya Pradesh,26,Indore
4480,Tayilupatti,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
4481,Teegalapahad,M.Cl.,27,Maharashtra,20,Nashik
4482,Tehri,C.T.,30,Goa,1,North Goa 
4483,Tekadi,T.M.C,29,Karnataka,18,Tumkur
4484,Tekanpur,T.P.,29,Karnataka,15,Shimoga
4485,Tekari,C.T.,7,Delhi *,1,North West
4486,Tekkalakota,N.P.,9,Uttar Pradesh,44,Kaushambi
4487,Telgaon,N.P.,9,Uttar Pradesh,20,Bareilly
4488,Telhara,C.T.,22,Chhattisgarh,7,Bilaspur
4489,Teliamura,C.T.,23,Madhya Pradesh,43,Chhindwara
4490,Tenali,M.Cl.,3,Punjab,8,Fatehgarh Sahib
4491,Tendu Kheda,C.T.,20,Jharkhand,4,Hazaribag
4492,Tenkasi,M,33,Tamil Nadu,19,Nagapattinam
4493,Tensa,N.P.,23,Madhya Pradesh,14,Rewa
4494,Tentulkuli,M,8,Rajasthan,19,Sirohi
4495,Tenu Dam-cum- Kathhara,M,23,Madhya Pradesh,31,Vidisha
4496,Teonthar,M.Cl.,6,Haryana,11,Sirsa
4497,Terdal,N.P.,9,Uttar Pradesh,45,Allahabad 
4498,Tetri Bazar,M.B.,9,Uttar Pradesh,16,Firozabad
4499,Tezpur,C.T.,19,West Bengal,9,Barddhaman 
4500,Tezu,N.P.,9,Uttar Pradesh,4,Moradabad
4501,Thadikombu,C.M.C,29,Karnataka,10,Uttara Kannada
4502,Thaikkad,M,28,Andhra Pradesh,3,Karimnagar
4503,Thakkolam,T.P.,33,Tamil Nadu,15,Tiruchirappalli
4504,Thakurdwara,T.P.,29,Karnataka,12,Bellary
4505,Thakurganj,T.P.,33,Tamil Nadu,12,Coimbatore
4506,Thalainayar,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
4507,Thalakudi,N.P.,9,Uttar Pradesh,57,Maharajganj
4508,Thalassery,M,10,Bihar,4,Sitamarhi
4509,Thaltej,N.P.,23,Madhya Pradesh,19,Mandsaur
4510,Thamaraikulam,M.B.,9,Uttar Pradesh,24,Sitapur
4511,Thammampatti,M.B.,5,Uttaranchal,12,Udham Singh Nagar
4512,Thana Bhawan,T.P.,33,Tamil Nadu,13,Dindigul
4513,Thanamandi,T.P.,33,Tamil Nadu,26,Virudhunagar
4514,Thandla,C.T.,20,Jharkhand,12,Dhanbad
4515,Thane,M,33,Tamil Nadu,23,Sivaganga
4516,Thanesar,T.P.,33,Tamil Nadu,10,Erode
4517,Thangadh,T.P.,33,Tamil Nadu,29,Tirunelveli
4518,Thanjavur,M,33,Tamil Nadu,26,Virudhunagar
4519,Thanthoni,T.P.,33,Tamil Nadu,29,Tirunelveli
4520,Tharad,M,10,Bihar,16,Siwan
4521,Tharamangalam,M.C.,6,Haryana,13,Bhiwani
4522,Tharangambadi,C.T.,19,West Bengal,2,Jalpaiguri 
4523,Thathaiyangarpet,C.T.,30,Goa,1,North Goa 
4524,Thedavur,C.T.,8,Rajasthan,30,Kota
4525,Thenambakkam,N.P.,23,Madhya Pradesh,37,Hoshangabad
4526,Thengampudur,M.C,6,Haryana,18,Gurgaon
4527,Theni Allinagaram,M,8,Rajasthan,20,Pali
4528,Thenkarai,C.T.,8,Rajasthan,20,Pali
4529,Thenthamaraikulam,M.C.,2,Himachal Pradesh,9,Solan
4530,Thenthiruperai,M.Corp.,27,Maharashtra,30,Solapur
4531,Thenzawl,C.T.,9,Uttar Pradesh,25,Hardoi
4532,Theog,C.T.,29,Karnataka,24,Dakshina Kannada
4533,Thesur,C.T.,28,Andhra Pradesh,11,Srikakulam
4534,Thevaram,T.P.,29,Karnataka,25,Kodagu
4535,Thevur,M,19,West Bengal,13,Bankura 
4536,Thiagadurgam,N.P.,16,Tripura,1,West Tripura 
4537,Thingalnagar,M,21,Orissa,23,Sonapur
4538,Thiriya Nizamat Khan,M.B.,18,Assam,16,Sibsagar
4539,Thirukarungudi,C.T.,19,West Bengal,11,North Twentyfour Parganas
4540,Thirukattupalli,C.T.,27,Maharashtra,9,Nagpur
4541,Thirumalayampalayam,N.A.,10,Bihar,17,Saran
4542,Thirumangalam,M,24,Gujarat,22,Surat
4543,Thirumazhisai,M.Cl.,6,Haryana,8,Sonipat
4544,Thirunagar,N.P.,23,Madhya Pradesh,23,Dewas
4545,Thirunageswaram,M.Cl.,27,Maharashtra,17,Parbhani
4546,Thiruneermalai,T.C.,1,Jammu & Kashmir,2,Baramula
4547,Thirunindravur,T.P.,29,Karnataka,15,Shimoga
4548,Thiruparankundram,N.A.C.,21,Orissa,8,Baleshwar
4549,Thiruparappu,M.B.,9,Uttar Pradesh,17,Etah
4550,Thiruporur,M,19,West Bengal,11,North Twentyfour Parganas
4551,Thiruppanandal,C.T.,27,Maharashtra,20,Nashik
4552,Thirupuvanam,N.P.,23,Madhya Pradesh,22,Shajapur
4553,Thiruthangal,M.Cl.,3,Punjab,1,Gurdaspur
4554,Thiruthuraipoondi,M,8,Rajasthan,13,Sikar
4555,Thiruvaiyaru,M,28,Andhra Pradesh,11,Srikakulam
4556,Thiruvalam,M,28,Andhra Pradesh,23,Chittoor
4557,Thiruvalla,C.T.,19,West Bengal,7,Murshidabad 
4558,Thiruvallur,T.P.,33,Tamil Nadu,18,Cuddalore
4559,Thiruvankulam,M.C.,1,Jammu & Kashmir,3,Srinagar
4560,Thiruvarur,M.B.,5,Uttaranchal,6,Garhwal
4561,Thiruvattaru,T.P.,29,Karnataka,17,Chikmagalur
4562,Thiruvenkatam,T.P.,29,Karnataka,19,Kolar
4563,Thiruvennainallur,T.P.,33,Tamil Nadu,3,Kancheepuram
4564,Thiruverumbur,T.P.,33,Tamil Nadu,13,Dindigul
4565,Thiruvidaimarudur,C.T.,28,Andhra Pradesh,12,Vizianagaram
4566,Thiruvithankodu,C.T.,19,West Bengal,9,Barddhaman 
4567,Thisayanvilai,C.T.,28,Andhra Pradesh,21,Kurnool
4568,Thittacheri,C.T.,28,Andhra Pradesh,21,Kurnool
4569,Thodupuzha,T.P.,33,Tamil Nadu,28,Toothukudi
4570,Thokur-62,M,33,Tamil Nadu,26,Virudhunagar
4571,Thondamuthur,C.B,33,Tamil Nadu,3,Kancheepuram
4572,Thondi,C.T.,18,Assam,6,Kamrup
4573,Thongkhong Laxmi Bazar,M.B.,9,Uttar Pradesh,5,Rampur
4574,Thoothukkudi,T.P.,33,Tamil Nadu,30,Kanniyakumari
4575,Thorapadi,N.A.,10,Bihar,2,Purba Champaran
4576,Thottada,N.P,14,Manipur,5,Thoubal
4577,Thottipalayam,C.T.,23,Madhya Pradesh,39,Jabalpur
4578,Thottiyam,M,8,Rajasthan,4,Churu
4579,Thoubal,M.Cl.,3,Punjab,1,Gurdaspur
4580,Thrippunithura,C.T.,19,West Bengal,9,Barddhaman 
4581,Thrissur,C.T.,8,Rajasthan,30,Kota
4582,Thudiyalur,C.T.,9,Uttar Pradesh,16,Firozabad
4583,Thumbe,C.T.,6,Haryana,18,Gurgaon
4584,Thuraiyur,T.P.,33,Tamil Nadu,12,Coimbatore
4585,Thuthipattu,C.T.,7,Delhi *,9,South
4586,Thuvakudi,C.T.,7,Delhi *,1,North West
4587,Tigri,N.A.,10,Bihar,22,Bhagalpur
4588,Tihu,N.P,5,Uttaranchal,12,Udham Singh Nagar
4589,Tijara,N.P.,23,Madhya Pradesh,34,Raisen
4590,Tikait Nagar,M.B.,9,Uttar Pradesh,49,Sultanpur
4591,Tikamgarh,M.Cl.,3,Punjab,3,Kapurthala
4592,Tikri,T.P.,33,Tamil Nadu,12,Coimbatore
4593,Tilda Newra,T.P.,29,Karnataka,24,Dakshina Kannada
4594,Tilhar,N.A.C.,1,Jammu & Kashmir,2,Baramula
4595,Tilpat,M,8,Rajasthan,20,Pali
4596,Timarni,N.P.,9,Uttar Pradesh,38,Hamirpur
4597,Timiri,N.A.C.,21,Orissa,29,Koraput
4598,Tindivanam,M.Cl.,3,Punjab,16,Sangrur
4599,Tindwari,T.P.,33,Tamil Nadu,26,Virudhunagar
4600,Tinsukia,T.P.,33,Tamil Nadu,29,Tirunelveli
4601,Tiptur,M,21,Orissa,5,Sundargarh
4602,Tira Sujanpur,M.Cl.,2,Himachal Pradesh,5,Mandi
4603,Tirodi,N.A.C.,1,Jammu & Kashmir,12,Rajauri
4604,Tirora,M,10,Bihar,6,Supaul
4605,Tirthahalli,N.A.C.,21,Orissa,19,Ganjam
4606,Tiruchanur,M,8,Rajasthan,5,Jhunjhunun
4607,Tiruchendur,C.T.,24,Gujarat,10,Jamnagar
4608,Tiruchengode,N.P.,22,Chhattisgarh,2,Surguja
4609,Tiruchirappalli,T.P.,33,Tamil Nadu,10,Erode
4610,Tirukalukundram,T.P.,33,Tamil Nadu,29,Tirunelveli
4611,Tirukkoyilur,M.Corp.,24,Gujarat,22,Surat
4612,Tirumakudal-Narsipur,M,8,Rajasthan,1,Ganganagar
4613,Tirumala,M,24,Gujarat,8,Surendranagar
4614,Tirunelveli,C.T.,27,Maharashtra,20,Nashik
4615,Tirupathur,M,19,West Bengal,8,Birbhum
4616,Tirupati,T.P.,33,Tamil Nadu,10,Erode
4617,Tirupati (NMA),N.P.,9,Uttar Pradesh,68,Sant Ravidas Nagar
4618,Tiruppur,M,28,Andhra Pradesh,8,Nalgonda
4619,Tirur,C.T.,28,Andhra Pradesh,14,East Godavari
4620,Tirusulam,N.P.,23,Madhya Pradesh,22,Shajapur
4621,Tiruttani,N.P.,23,Madhya Pradesh,30,Rajgarh
4622,Tiruvannamalai,N.P.,9,Uttar Pradesh,15,Agra
4623,Tiruverkadu,T.P.,33,Tamil Nadu,21,Thanjavur
4624,Tiruvethipuram,T.P.,33,Tamil Nadu,24,Madurai
4625,Tiruvottiyur,M,28,Andhra Pradesh,15,West Godavari
4626,Tirwaganj,M,28,Andhra Pradesh,22,Anantapur
4627,Tisra,N.A.,19,West Bengal,10,Nadia 
4628,Titabor Town,C.T.,7,Delhi *,9,South
4629,Titagarh,M,8,Rajasthan,20,Pali
4630,Titlagarh,N.P.,22,Chhattisgarh,7,Bilaspur
4631,Titron,M,19,West Bengal,11,North Twentyfour Parganas
4632,Tittakudi,N.P.,23,Madhya Pradesh,20,Ratlam
4633,Tlabung,N.P.,2,Himachal Pradesh,8,Bilaspur
4634,TNPL Pugalur,M,24,Gujarat,14,Bhavnagar
4635,Todabhim,C.T.,19,West Bengal,11,North Twentyfour Parganas
4636,Todaraisingh,N.P.,9,Uttar Pradesh,37,Lalitpur
4637,Todra,M,21,Orissa,15,Anugul
4638,Tohana,C.T.,21,Orissa,15,Anugul
4639,Tondi Fatehpur,M.Cl.,27,Maharashtra,25,Pune
4640,Tonk,N.P.,23,Madhya Pradesh,30,Rajgarh
4641,Topa,N.P.,9,Uttar Pradesh,30,Kannauj
4642,Topchanchi,T.M.C,29,Karnataka,3,Bijapur
4643,Torban (Khetri Leikai),M,32,Kerala,2,Kannur
4644,Tosham,C.T.,28,Andhra Pradesh,1,Adilabad
4645,Totaladoh,M,24,Gujarat,5,Sabar Kantha
4646,Tral,M.Cl.,27,Maharashtra,1,Nandurbar
4647,Trimbak,C.T.,27,Maharashtra,24,Raigarh
4648,Trivandrum,M.Cl.,3,Punjab,11,Firozpur
4649,Tuensang,C.T.,3,Punjab,5,Hoshiarpur
4650,Tufanganj,C.T.,1,Jammu & Kashmir,10,Udhampur
4651,Tuljapur,M,33,Tamil Nadu,3,Kancheepuram
4652,Tulsipur,N.P.,9,Uttar Pradesh,24,Sitapur
4653,Tumkur,M,19,West Bengal,15,Medinipur 
4654,Tumsar,M.B.,5,Uttaranchal,10,Champawat
4655,Tundla,M.B.,9,Uttar Pradesh,5,Rampur
4656,Tundla Kham,M.B.,9,Uttar Pradesh,48,Ambedaker Nagar
4657,Tundla Rly. Colony,M,28,Andhra Pradesh,6,Rangareddi
4658,Tuni,T.C.,18,Assam,8,Darrang
4659,Tura,M,28,Andhra Pradesh,15,West Godavari
4660,Turuvekere,M.C,6,Haryana,18,Gurgaon
4661,Uchana,M.Cl.,3,Punjab,16,Sangrur
4662,Uchgaon,M,19,West Bengal,12,Hugli 
4663,Udaipur,N.P.,23,Madhya Pradesh,21,Ujjain
4664,Udaipura,M,8,Rajasthan,4,Churu
4665,Udaipurwati,M.C.,6,Haryana,6,Karnal
4666,Udala,C.T.,27,Maharashtra,21,Thane
4667,Udalguri,N.A.C.,21,Orissa,23,Sonapur
4668,Udangudi,N.P.,23,Madhya Pradesh,8,Tikamgarh
4669,Udayarpalayam,T.P.,29,Karnataka,17,Chikmagalur
4670,Udgir,M.Cl.,3,Punjab,2,Amritsar
4671,Udhagamandalam,C.T.,24,Gujarat,19,Vadodara
4672,Udhampur,M.Cl.,27,Maharashtra,35,Sangli
4673,Udma,C.T.,9,Uttar Pradesh,3,Bijnor
4674,Udpura,C.T.,27,Maharashtra,25,Pune
4675,Udumalaipettai,C.T.,20,Jharkhand,14,Ranchi
4676,Udupi,C.T.,12,Arunachal Pradesh,1,Tawang
4677,Ugu,T.P.,33,Tamil Nadu,26,Virudhunagar
4678,Ujhani,C.T.,28,Andhra Pradesh,1,Adilabad
4679,Ujhari,M.B.,5,Uttaranchal,4,Tehri Garhwal
4680,Ujjain,C.T.,27,Maharashtra,9,Nagpur
4681,Ukai,C.T.,23,Madhya Pradesh,4,Gwalior
4682,Ukhra,M,10,Bihar,35,Gaya
4683,Uklanamandi,T.P.,29,Karnataka,12,Bellary
4684,Ukwa,C.T.,22,Chhattisgarh,2,Surguja
4685,Ulhasnagar,M.Cl.,27,Maharashtra,5,Akola
4686,Ullal,N.P.,16,Tripura,1,West Tripura 
4687,Ullur,M,28,Andhra Pradesh,17,Guntur
4688,Uluberia,N.P.,23,Madhya Pradesh,12,Damoh
4689,Ulundurpettai,M,33,Tamil Nadu,29,Tirunelveli
4690,Umarga,C.T.,21,Orissa,5,Sundargarh
4691,Umaria,C.T.,19,West Bengal,16,Haora 
4692,Umarkhed,C.T.,20,Jharkhand,13,Bokaro
4693,Umarkote,N.P.,23,Madhya Pradesh,14,Rewa
4694,Umarsara,T.P.,29,Karnataka,2,Bagalkot
4695,Umbar Pada Nandade,M.B.,9,Uttar Pradesh,54,Siddharthnagar
4696,Umbergaon,M.B.,18,Assam,11,Sonitpur
4697,Umbergaon INA,C.T.,12,Arunachal Pradesh,11,Lohit
4698,Umrangso,T.P.,33,Tamil Nadu,13,Dindigul
4699,Umred,C.T.,32,Kerala,7,Thrissur
4700,Umreth,T.P.,33,Tamil Nadu,4,Vellore
4701,Umri,M.B.,9,Uttar Pradesh,4,Moradabad
4702,Umri Kalan,N.A.,10,Bihar,8,Kishanganj
4703,Umri Pragane Balapur,T.P.,33,Tamil Nadu,19,Nagapattinam
4704,Un,T.P.,33,Tamil Nadu,30,Kanniyakumari
4705,Una,M,32,Kerala,2,Kannur
4706,Uncha Siwana,C.T.,24,Gujarat,7,Ahmadabad
4707,Unchahar,T.P.,33,Tamil Nadu,25,Theni
4708,Unchehara,T.P.,33,Tamil Nadu,8,Salem
4709,Unhel,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
4710,Uniara,N.A.C.,1,Jammu & Kashmir,12,Rajauri
4711,Unjalaur,N.P.,23,Madhya Pradesh,24,Jhabua
4712,Unjha,M.Corp.,27,Maharashtra,21,Thane
4713,Unnamalaikadai,M.Cl.,6,Haryana,4,Kurukshetra
4714,Unnao,M,24,Gujarat,8,Surendranagar
4715,Upleta,M,33,Tamil Nadu,21,Thanjavur
4716,Uppal Kalan,T.P.,33,Tamil Nadu,14,Kapur
4717,Upper Sileru Project Site Camp,M,24,Gujarat,2,Banas Kantha
4718,Upper Tadong,T.P.,33,Tamil Nadu,8,Salem
4719,Uppidamangalam,T.P.,33,Tamil Nadu,19,Nagapattinam
4720,Uppiliapuram,T.P.,33,Tamil Nadu,15,Tiruchirappalli
4721,Uran,T.P.,33,Tamil Nadu,8,Salem
4722,Uran Islampur,C.T.,33,Tamil Nadu,3,Kancheepuram
4723,Urapakkam,T.P.,33,Tamil Nadu,30,Kanniyakumari
4724,Uravakonda,M ,33,Tamil Nadu,25,Theni
4725,Uri,T.P.,33,Tamil Nadu,12,Coimbatore
4726,Urla,T.P.,33,Tamil Nadu,25,Theni
4727,Urmar Tanda,T.P.,33,Tamil Nadu,30,Kanniyakumari
4728,Usawan,T.P.,33,Tamil Nadu,28,Toothukudi
4729,Usehat,C.T.,15,Mizoram,5,Serchhip
4730,Usilampatti,M.C.,2,Himachal Pradesh,11,Shimla
4731,Utekhol,T.P.,33,Tamil Nadu,30,Kanniyakumari
4732,Uthamapalayam,T.P.,33,Tamil Nadu,25,Theni
4733,Uthangarai,T.P.,33,Tamil Nadu,8,Salem
4734,Uthayendram,T.P.,33,Tamil Nadu,7,Viluppuram
4735,Uthiramerur,T.P.,33,Tamil Nadu,30,Kanniyakumari
4736,Uthukkottai,N.P.,9,Uttar Pradesh,20,Bareilly
4737,Uthukuli,T.P.,33,Tamil Nadu,29,Tirunelveli
4738,Utran,T.P.,33,Tamil Nadu,21,Thanjavur
4739,Utraula,T.P.,33,Tamil Nadu,12,Coimbatore
4740,Uttar Bagdogra,M,33,Tamil Nadu,24,Madurai
4741,Uttar Durgapur,T.P,33,Tamil Nadu,1,Thiruvallur
4742,Uttar Goara,T.P.,33,Tamil Nadu,24,Madurai
